csn,csn_conv_index,conversation_id,title,default_model_slug,create_time,create_time_iso,n_user_msgs,first_user_time,first_user_time_iso,last_user_time,last_user_time_iso,recovered_id_str,recovered_id_confidence,recovered_id_date_source,recovered_id_time_source,recovered_id_comp_source,participant_id,participant_id_source,participant_id_confidence,csn_eval,n_user_messages,cognitive_engagement,query_sophistication,self_directedness,iterative_refinement,learning_orientation,agency_ownership,linguistic_production,memory_retention,metacognitive_awareness,overall_learning_quality,esperanto_usage_pct,mean_query_length,qt_translation,qt_grammar,qt_usage,qt_clarification,qt_application,qt_meta,error,id,id_date,id_time,id_computer,id_source,id_confidence,is_main_session,csn_list,n_conversations,total_user_msgs,first_user_time_participant,first_user_time_iso_participant,last_user_time_participant,last_user_time_iso_participant,duration_min
CSN6,9,67502d32-64bc-8008-891e-4e2775be04c0,ID Confirmation Assistance,gpt-4o,1733307698.562586,2024-12-04T10:21:38.562586+00:00,7,1733307698.56756,2024-12-04T10:21:38.567560+00:00,1733308715.520619,2024-12-04T10:38:35.520619+00:00,,,,,,04122024_1000_6,recovered_unique,high,CSN6,7,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.5,71.0,15.428571428571429,14.0,29.0,14.0,0.0,43.0,0.0,,04122024_1000_6,2024-12-04,10:00,6,recovered_unique,high,True,CSN6,1,7,1733307698.56756,2024-12-04T10:21:38.567560+00:00,1733308715.520619,2024-12-04T10:38:35.520619+00:00,16.949217649300895
CSN6,10,674f4611-effc-8008-8e4c-03499a3e099b,ID Update Request,gpt-4o,1733248530.634914,2024-12-03T17:55:30.634914+00:00,8,1733248529.615,2024-12-03T17:55:29.615000+00:00,1733249630.896,2024-12-03T18:13:50.896000+00:00,,,,,,03122024_1755_6,recovered_unique,high,CSN6,8,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,20.0,5.5,40.0,20.0,20.0,0.0,20.0,0.0,,03122024_1755_6,2024-12-03,17:55,6,recovered_unique,high,True,CSN6,1,8,1733248529.615,2024-12-03T17:55:29.615000+00:00,1733249630.896,2024-12-03T18:13:50.896000+00:00,18.35468333164851
CSN6,11,674f3470-cf74-8008-a2e1-1c95e84721d2,ID Update Confirmation,gpt-4o,1733244017.067909,2024-12-03T16:40:17.067909+00:00,9,1733244016.482,2024-12-03T16:40:16.482000+00:00,1733244700.457,2024-12-03T16:51:40.457000+00:00,,,,,,03122024_1615_6,recovered_unique,high,CSN6,9,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.5,0.0,4.555555555555555,50.0,25.0,0.0,0.0,25.0,0.0,,03122024_1615_6,2024-12-03,16:15,6,recovered_unique,high,True,CSN6,1,9,1733244016.482,2024-12-03T16:40:16.482000+00:00,1733244700.457,2024-12-03T16:51:40.457000+00:00,11.399583331743877
CSN6,12,674f2246-cdb0-8008-bed6-d2894b608dac,ID Confirmation and Assistance,gpt-4o,1733239366.993633,2024-12-03T15:22:46.993633+00:00,11,1733239366.5,2024-12-03T15:22:46.500000+00:00,1733240199.593,2024-12-03T15:36:39.593000+00:00,,,,,,03122024_1500_6,recovered_unique,high,CSN6,11,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,50.0,6.3,40.0,20.0,20.0,10.0,10.0,0.0,,03122024_1500_6,2024-12-03,15:00,6,recovered_unique,high,True,CSN6,1,11,1733239366.5,2024-12-03T15:22:46.500000+00:00,1733240199.593,2024-12-03T15:36:39.593000+00:00,13.884883332252503
CSN6,13,674f00a7-21ec-8008-9857-714f03272028,Conversation Summary Request,gpt-4o,1733230760.094348,2024-12-03T12:59:20.094348+00:00,6,1733230758.752,2024-12-03T12:59:18.752000+00:00,1733231542.321,2024-12-03T13:12:22.321000+00:00,,,,,,03122024_1259_0,synthetic_from_conv_time,synthetic_low,CSN6,6,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.5,0.0,7.5,50.0,25.0,0.0,25.0,0.0,0.0,,03122024_1259_0,2024-12-03,12:59,0,synthetic_from_conv_time,synthetic_low,True,CSN14;CSN6,2,11,1733230758.752,2024-12-03T12:59:18.752000+00:00,1733231542.321,2024-12-03T13:12:22.321000+00:00,13.0594833334287
CSN6,14,674eece7-2d0c-8008-befd-ccb8fea31a4f,ID Confirmation and Request,gpt-4o,1733225703.994823,2024-12-03T11:35:03.994823+00:00,17,1733225702.954,2024-12-03T11:35:02.954000+00:00,1733226816.558,2024-12-03T11:53:36.558000+00:00,,,,,,03122024_1115_6,recovered_unique,high,CSN6,17,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,60.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,,03122024_1115_6,2024-12-03,11:15,6,recovered_unique,high,True,CSN6,1,17,1733225702.954,2024-12-03T11:35:02.954000+00:00,1733226816.558,2024-12-03T11:53:36.558000+00:00,18.560066668192544
CSN6,15,674edfb6-5fb0-8008-8eee-11206b6ba9b7,ID Confirmation Assistance,gpt-4o,1733222326.681022,2024-12-03T10:38:46.681022+00:00,1,1733222326.179,2024-12-03T10:38:46.179000+00:00,1733222326.179,2024-12-03T10:38:46.179000+00:00,,,,,,03122024_1000_6,recovered_unique,high,CSN6,1,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5,50.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,,03122024_1000_6,2024-12-03,10:00,6,recovered_unique,high,True,CSN6,1,1,1733222326.179,2024-12-03T10:38:46.179000+00:00,1733222326.179,2024-12-03T10:38:46.179000+00:00,0.0
CSN6,16,6749fe9e-e470-8008-aef7-3a19c50366f8,Login Assistance,gpt-4o,1732902559.400535,2024-11-29T17:49:19.400535+00:00,1,1732902558.441,2024-11-29T17:49:18.441000+00:00,1732902558.441,2024-11-29T17:49:18.441000+00:00,,,,,,29112024_1749_0,synthetic_from_conv_time,synthetic_low,CSN6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,29112024_1749_0,2024-11-29,17:49,0,synthetic_from_conv_time,synthetic_low,False,CSN1;CSN2;CSN3;CSN4;CSN5;CSN6;CSN7;CSN8,8,8,1732902558.242,2024-11-29T17:49:18.242000+00:00,1732902559.118,2024-11-29T17:49:19.118000+00:00,0.0145999987920125
CSN6,17,674da6bc-454c-8008-8335-b38c2f28eb29,ID Inquiry Assistance,gpt-4o,1733142204.454092,2024-12-02T12:23:24.454092+00:00,1,1733142204.114,2024-12-02T12:23:24.114000+00:00,1733142204.114,2024-12-02T12:23:24.114000+00:00,,,,,,02122024_1222_6,recovered_unique,high,CSN6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,02122024_1222_6,2024-12-02,12:22,6,recovered_unique,high,True,CSN6,1,1,1733142204.114,2024-12-02T12:23:24.114000+00:00,1733142204.114,2024-12-02T12:23:24.114000+00:00,0.0
CSN6,18,674860b4-2380-8008-afed-44c8bea888d2,Event Schedule Query,gpt-4o,1732796596.292043,2024-11-28T12:23:16.292043+00:00,16,1732796595.971,2024-11-28T12:23:15.971000+00:00,1732797723.517,2024-11-28T12:42:03.517000+00:00,,,,,,28112024_1223_0,synthetic_from_conv_time,synthetic_low,CSN6,16,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,20.0,5.25,40.0,30.0,10.0,10.0,0.0,10.0,,28112024_1223_0,2024-11-28,12:23,0,synthetic_from_conv_time,synthetic_low,False,CSN6,1,16,1732796595.971,2024-11-28T12:23:15.971000+00:00,1732797723.517,2024-11-28T12:42:03.517000+00:00,18.79243333339691
CSN7,0,6751d4e7-f9c0-800c-9482-10d192afdc24,Present as meaning,gpt-4o,1733416168.164658,2024-12-05T16:29:28.164658+00:00,19,1733416168.169365,2024-12-05T16:29:28.169365+00:00,1733417833.840448,2024-12-05T16:57:13.840448+00:00,,,,,,05122024_1629_0,synthetic_from_conv_time,synthetic_low,CSN7,19,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,20.0,2.5,70.0,10.0,10.0,5.0,0.0,5.0,,05122024_1629_0,2024-12-05,16:29,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,19,1733416168.169365,2024-12-05T16:29:28.169365+00:00,1733417833.840448,2024-12-05T16:57:13.840448+00:00,27.76118471622467
CSN7,1,67517be8-3f9c-800c-b322-9fc3338924bb,Infinitive Explanation,gpt-4o,1733393384.664866,2024-12-05T10:09:44.664866+00:00,13,1733393384.673398,2024-12-05T10:09:44.673398+00:00,1733395144.955491,2024-12-05T10:39:04.955491+00:00,,,,,,05122024_1000_7,recovered_unique,high,CSN7,13,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,70.0,6.5,30.0,40.0,10.0,10.0,10.0,0.0,,05122024_1000_7,2024-12-05,10:00,7,recovered_unique,high,True,CSN7,1,13,1733393384.673398,2024-12-05T10:09:44.673398+00:00,1733395144.955491,2024-12-05T10:39:04.955491+00:00,29.338034884134927
CSN7,2,675078b3-1234-800c-89e9-d8c61d68d8ba,Code to start test,gpt-4o,1733327027.31504,2024-12-04T15:43:47.315040+00:00,5,1733327027.319602,2024-12-04T15:43:47.319602+00:00,1733327258.65832,2024-12-04T15:47:38.658320+00:00,,,,,,04122024_1543_4,recovered_unique,low,CSN7,5,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,80.0,6.25,20.0,20.0,20.0,20.0,20.0,0.0,,04122024_1543_4,2024-12-04,15:43,4,recovered_unique,,True,CSN7,1,5,1733327027.319602,2024-12-04T15:43:47.319602+00:00,1733327258.65832,2024-12-04T15:47:38.658320+00:00,3.8556452989578247
CSN7,3,675096e8-7a30-800c-a9cf-c2ad31aac457,ID reference clarification,gpt-4o,1733334760.857647,2024-12-04T17:52:40.857647+00:00,6,1733334760.863219,2024-12-04T17:52:40.863219+00:00,1733335454.626179,2024-12-04T18:04:14.626179+00:00,,,,,,04122024_1753_7,imputed_from_multi_candidates,imputed_medium,CSN7,6,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,0.0,6.5,100.0,0.0,0.0,0.0,0.0,0.0,,04122024_1753_7,2024-12-04,17:53,7,imputed_from_multi_candidates,imputed_medium,True,CSN7,1,6,1733334760.863219,2024-12-04T17:52:40.863219+00:00,1733335454.626179,2024-12-04T18:04:14.626179+00:00,11.56271599928538
CSN7,4,67508782-f744-800c-a42d-0d3fc57c2aa2,Kio signifas hieraŭ,gpt-4o,1733330819.306722,2024-12-04T16:46:59.306722+00:00,5,1733330819.31419,2024-12-04T16:46:59.314190+00:00,1733331114.441738,2024-12-04T16:51:54.441738+00:00,,,,,,04122024_1646_0,synthetic_from_conv_time,synthetic_low,CSN7,5,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5,20.0,6.4,40.0,20.0,20.0,0.0,20.0,0.0,,04122024_1646_0,2024-12-04,16:46,0,synthetic_from_conv_time,synthetic_low,True,CSN2;CSN7,2,8,1733330773.472818,2024-12-04T16:46:13.472818+00:00,1733331114.441738,2024-12-04T16:51:54.441738+00:00,5.682815333207448
CSN7,5,6750612c-e374-800c-9ff1-f28f9ceca6e8,ID Clarification Request,gpt-4o,1733321005.155083,2024-12-04T14:03:25.155083+00:00,8,1733321005.159644,2024-12-04T14:03:25.159644+00:00,1733321726.625275,2024-12-04T14:15:26.625275+00:00,,,,,,04122024_1345_7,imputed_from_multi_candidates,imputed_medium,CSN7,8,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,0.0,4.375,100.0,0.0,0.0,0.0,0.0,0.0,,04122024_1345_7,2024-12-04,13:45,7,imputed_from_multi_candidates,imputed_medium,True,CSN7,1,8,1733321005.159644,2024-12-04T14:03:25.159644+00:00,1733321726.625275,2024-12-04T14:15:26.625275+00:00,12.024427183469136
CSN7,6,67505101-eadc-800c-864d-5861a23f3ab0,Plurligo en Esperanto,gpt-4o,1733316866.38605,2024-12-04T12:54:26.386050+00:00,12,1733316866.416876,2024-12-04T12:54:26.416876+00:00,1733317521.866403,2024-12-04T13:05:21.866403+00:00,,,,,,04122024_1254_0,synthetic_from_conv_time,synthetic_low,CSN7,12,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,58.0,4.5,40.0,20.0,20.0,0.0,10.0,10.0,,04122024_1254_0,2024-12-04,12:54,0,synthetic_from_conv_time,synthetic_low,True,CSN15;CSN7,2,14,1733316866.416876,2024-12-04T12:54:26.416876+00:00,1733317521.866403,2024-12-04T13:05:21.866403+00:00,10.924158783753713
CSN7,7,675053ab-b4c8-800c-bd72-628e68ad281b,Laca frazo klarigo,gpt-4o-mini,1733317547.898058,2024-12-04T13:05:47.898058+00:00,3,1733317547.904747,2024-12-04T13:05:47.904747+00:00,1733317593.367486,2024-12-04T13:06:33.367486+00:00,,,,,,04122024_1305_0,synthetic_from_conv_time,synthetic_low,CSN7,3,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,67.0,5.33,67.0,0.0,0.0,33.0,0.0,0.0,,04122024_1305_0,2024-12-04,13:05,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,3,1733317547.904747,2024-12-04T13:05:47.904747+00:00,1733317593.367486,2024-12-04T13:06:33.367486+00:00,0.7577123165130615
CSN7,8,67503dff-2694-800c-82af-3d5806569a6d,About Esperanto Language,gpt-4o,1733311999.465116,2024-12-04T11:33:19.465116+00:00,21,1733311999.470935,2024-12-04T11:33:19.470935+00:00,1733313542.79933,2024-12-04T11:59:02.799330+00:00,,,,,,04122024_1133_0,synthetic_from_conv_time,synthetic_low,CSN7,21,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,70.0,7.05,30.0,40.0,10.0,10.0,10.0,0.0,,04122024_1133_0,2024-12-04,11:33,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,21,1733311999.470935,2024-12-04T11:33:19.470935+00:00,1733313542.79933,2024-12-04T11:59:02.799330+00:00,25.722139914830525
CSN7,9,6750305a-caec-800c-8157-993bc7f63411,Flugi kaj Muŝo,gpt-4o,1733308507.397134,2024-12-04T10:35:07.397134+00:00,13,1733308507.423595,2024-12-04T10:35:07.423595+00:00,1733309023.627053,2024-12-04T10:43:43.627053+00:00,,,,,,04122024_1035_0,synthetic_from_conv_time,synthetic_low,CSN7,13,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.7,69.0,4.615,23.0,31.0,23.0,15.0,8.0,0.0,,04122024_1035_0,2024-12-04,10:35,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,13,1733308507.423595,2024-12-04T10:35:07.423595+00:00,1733309023.627053,2024-12-04T10:43:43.627053+00:00,8.603390967845916
CSN7,10,674f4542-621c-800c-8623-e5b46111a818,ID clarification request,gpt-4o,1733248322.613512,2024-12-03T17:52:02.613512+00:00,10,1733248321.929,2024-12-03T17:52:01.929000+00:00,1733249268.873,2024-12-03T18:07:48.873000+00:00,,,,,,01012024_1751_7,recovered_unique,high,CSN7,10,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,40.0,5.5,70.0,0.0,10.0,0.0,20.0,0.0,,01012024_1751_7,2024-01-01,17:51,7,recovered_unique,high,False,CSN7,1,10,1733248321.929,2024-12-03T17:52:01.929000+00:00,1733249268.873,2024-12-03T18:07:48.873000+00:00,15.782400000095368
CSN7,11,674f350b-95fc-800c-b549-8d3fd8e9bd63,ID clarification request,gpt-4o,1733244171.995296,2024-12-03T16:42:51.995296+00:00,2,1733244171.292,2024-12-03T16:42:51.292000+00:00,1733244626.363,2024-12-03T16:50:26.363000+00:00,,,,,,03122024_1642_7,recovered_unique,high,CSN7,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,4.5,0.0,100.0,0.0,0.0,0.0,0.0,,03122024_1642_7,2024-12-03,16:42,7,recovered_unique,high,True,CSN7,1,2,1733244171.292,2024-12-03T16:42:51.292000+00:00,1733244626.363,2024-12-03T16:50:26.363000+00:00,7.584516664346059
CSN7,12,674f248a-09cc-800c-98d1-638ef36f9310,Feliĉa en Esperanto,gpt-4o,1733239946.186194,2024-12-03T15:32:26.186194+00:00,3,1733239945.729,2024-12-03T15:32:25.729000+00:00,1733239989.266,2024-12-03T15:33:09.266000+00:00,,,,,,03122024_1532_0,synthetic_from_conv_time,synthetic_low,CSN7,3,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,9.0,66.0,0.0,0.0,0.0,33.0,0.0,,03122024_1532_0,2024-12-03,15:32,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,3,1733239945.729,2024-12-03T15:32:25.729000+00:00,1733239989.266,2024-12-03T15:33:09.266000+00:00,0.7256166656812032
CSN7,13,674f1189-b90c-800c-8b5d-5c2b179a843d,ID clarification request,gpt-4o,1733235082.026221,2024-12-03T14:11:22.026221+00:00,8,1733235081.39,2024-12-03T14:11:21.390000+00:00,1733235861.032,2024-12-03T14:24:21.032000+00:00,,,,,,03122024_1345_7,recovered_unique,high,CSN7,8,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,50.0,6.25,25.0,50.0,0.0,25.0,0.0,0.0,,03122024_1345_7,2024-12-03,13:45,7,recovered_unique,high,True,CSN7,1,8,1733235081.39,2024-12-03T14:11:21.390000+00:00,1733235861.032,2024-12-03T14:24:21.032000+00:00,12.994033332665762
CSN7,14,674f0313-1700-800c-bc01-d49531b1e15f,Farado de frazoj negativaj,gpt-4o,1733231379.313571,2024-12-03T13:09:39.313571+00:00,8,1733231378.844,2024-12-03T13:09:38.844000+00:00,1733231608.956,2024-12-03T13:13:28.956000+00:00,,,,,,03122024_1309_0,synthetic_from_conv_time,synthetic_low,CSN7,8,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.5,62.5,4.375,25.0,25.0,0.0,0.0,25.0,25.0,,03122024_1309_0,2024-12-03,13:09,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,8,1733231378.844,2024-12-03T13:09:38.844000+00:00,1733231608.956,2024-12-03T13:13:28.956000+00:00,3.835199999809265
CSN7,15,674eedff-1a40-800c-98e5-748c78019cd8,ID clarification request,gpt-4o,1733225983.432129,2024-12-03T11:39:43.432129+00:00,15,1733225982.893,2024-12-03T11:39:42.893000+00:00,1733226909.923,2024-12-03T11:55:09.923000+00:00,,,,,,03122024_1139_7,recovered_unique,high,CSN7,15,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5,40.0,5.2,30.0,40.0,10.0,10.0,10.0,0.0,,03122024_1139_7,2024-12-03,11:39,7,recovered_unique,high,True,CSN7,1,15,1733225982.893,2024-12-03T11:39:42.893000+00:00,1733226909.923,2024-12-03T11:55:09.923000+00:00,15.450500003496806
CSN7,16,674edca8-7b48-800c-8a6a-03f593c1306a,Verbo enkonduko,gpt-4o,1733221544.761522,2024-12-03T10:25:44.761522+00:00,8,1733221544.019,2024-12-03T10:25:44.019000+00:00,1733222231.343,2024-12-03T10:37:11.343000+00:00,,,,,,03122024_1025_0,synthetic_from_conv_time,synthetic_low,CSN7,8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,100.0,8.5,20.0,40.0,20.0,10.0,10.0,0.0,,03122024_1025_0,2024-12-03,10:25,0,synthetic_from_conv_time,synthetic_low,True,CSN7,1,8,1733221544.019,2024-12-03T10:25:44.019000+00:00,1733222231.343,2024-12-03T10:37:11.343000+00:00,11.455399998029073
CSN7,17,6749fe9e-bf7c-800c-ac20-b4e215918000,Login assistance request,gpt-4o,1732902558.864297,2024-11-29T17:49:18.864297+00:00,1,1732902558.32,2024-11-29T17:49:18.320000+00:00,1732902558.32,2024-11-29T17:49:18.320000+00:00,,,,,,29112024_1749_0,synthetic_from_conv_time,synthetic_low,CSN7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,29112024_1749_0,2024-11-29,17:49,0,synthetic_from_conv_time,synthetic_low,False,CSN1;CSN2;CSN3;CSN4;CSN5;CSN6;CSN7;CSN8,8,8,1732902558.242,2024-11-29T17:49:18.242000+00:00,1732902559.118,2024-11-29T17:49:19.118000+00:00,0.0145999987920125
CSN7,18,674da537-9f4c-800c-b24f-cfd7b30fc34e,ID Interpretation Inquiry,gpt-4o,1733141815.845211,2024-12-02T12:16:55.845211+00:00,13,1733141815.472,2024-12-02T12:16:55.472000+00:00,1733142704.417,2024-12-02T12:31:44.417000+00:00,,,,,,01122024_1215_7,recovered_unique,high,CSN7,13,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.5,70.0,7.5,30.0,20.0,20.0,10.0,10.0,10.0,,01122024_1215_7,2024-12-01,12:15,7,recovered_unique,high,True,CSN7,1,13,1733141815.472,2024-12-02T12:16:55.472000+00:00,1733142704.417,2024-12-02T12:31:44.417000+00:00,14.815750002861025
CSN7,19,6748614a-0b18-800c-bf63-bc944421acf4,Nottingham Weather Forecast,gpt-4o,1732796746.240263,2024-11-28T12:25:46.240263+00:00,4,1732796745.748,2024-11-28T12:25:45.748000+00:00,1732797713.69,2024-11-28T12:41:53.690000+00:00,,,,,,28112024_1225_0,synthetic_from_conv_time,synthetic_low,CSN7,4,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,25.0,5.25,75.0,0.0,25.0,0.0,0.0,0.0,,28112024_1225_0,2024-11-28,12:25,0,synthetic_from_conv_time,synthetic_low,False,CSN17;CSN7,2,6,1732796717.572,2024-11-28T12:25:17.572000+00:00,1732797713.69,2024-11-28T12:41:53.690000+00:00,16.601966667175294
CSN8,0,6751d546-7824-8012-acd2-2041e145e547,Tom dormis bona traduko,gpt-4o,1733416262.879019,2024-12-05T16:31:02.879019+00:00,17,1733416262.88201,2024-12-05T16:31:02.882010+00:00,1733417849.078786,2024-12-05T16:57:29.078786+00:00,,,,,,05122024_1631_0,synthetic_from_conv_time,synthetic_low,CSN8,17,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,80.0,5.25,20.0,40.0,20.0,0.0,10.0,10.0,,05122024_1631_0,2024-12-05,16:31,0,synthetic_from_conv_time,synthetic_low,True,CSN8,1,17,1733416262.88201,2024-12-05T16:31:02.882010+00:00,1733417849.078786,2024-12-05T16:57:29.078786+00:00,26.436612931887307
CSN8,1,6751c2ed-31b4-8012-9a28-93ae63179fe6,ID Confirmation and Assistance,gpt-4o,1733411565.391958,2024-12-05T15:12:45.391958+00:00,26,1733411565.395113,2024-12-05T15:12:45.395113+00:00,1733412986.218769,2024-12-05T15:36:26.218769+00:00,,,,,,05122024_1500_8,recovered_unique,high,CSN8,26,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5,20.0,3.5,40.0,20.0,15.0,10.0,10.0,5.0,,05122024_1500_8,2024-12-05,15:00,8,recovered_unique,high,True,CSN8,1,26,1733411565.395113,2024-12-05T15:12:45.395113+00:00,1733412986.218769,2024-12-05T15:36:26.218769+00:00,23.68039426803589
CSN8,2,67517e13-1904-8012-a7e8-2a39232af4c3,Significado de dormis,gpt-4o,1733393939.392498,2024-12-05T10:18:59.392498+00:00,9,1733393939.398006,2024-12-05T10:18:59.398006+00:00,1733394883.440543,2024-12-05T10:34:43.440543+00:00,,,,,,05122024_0642_2,recovered_unique,medium,CSN8,0,,,,,,,,,,,,,,,,,,,'dict' object has no attribute 'strip',05122024_0642_2,2024-12-05,06:42,2,recovered_unique,,True,CSN8,1,9,1733393939.398006,2024-12-05T10:18:59.398006+00:00,1733394883.440543,2024-12-05T10:34:43.440543+00:00,15.73404228289922
CSN8,3,67506442-172c-8012-af63-0e6464fdff16,Letter U Overview,gpt-4o,1733321794.467761,2024-12-04T14:16:34.467761+00:00,11,1733321794.489876,2024-12-04T14:16:34.489876+00:00,1733336053.518196,2024-12-04T18:14:13.518196+00:00,,,,,,04122024_1416_4,recovered_unique,low,CSN8,10,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,50.0,4.1,20.0,20.0,20.0,20.0,10.0,10.0,,04122024_1416_4,2024-12-04,14:16,4,recovered_unique,,True,CSN8,1,11,1733321794.489876,2024-12-04T14:16:34.489876+00:00,1733336053.518196,2024-12-04T18:14:13.518196+00:00,237.6504720012347
CSN8,4,67505d75-bfdc-8012-9574-ad906ae1793b,研究付款与奖励,gpt-4o,1733320054.079906,2024-12-04T13:47:34.079906+00:00,37,1733320054.094502,2024-12-04T13:47:34.094502+00:00,1733321737.949482,2024-12-04T14:15:37.949482+00:00,,,,,,04122024_1347_20,imputed_from_multi_candidates,imputed_medium,CSN8,37,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,60.0,10.0,30.0,20.0,20.0,10.0,15.0,5.0,,04122024_1347_20,2024-12-04,13:47,20,imputed_from_multi_candidates,imputed_medium,True,CSN8,1,37,1733320054.094502,2024-12-04T13:47:34.094502+00:00,1733321737.949482,2024-12-04T14:15:37.949482+00:00,28.06424966653188
CSN8,5,6750949d-45ec-8012-9306-c1cc39ef8c38,Esperanto Lernado 101,gpt-4o,1733334173.581501,2024-12-04T17:42:53.581501+00:00,15,1733334174.764887,2024-12-04T17:42:54.764887+00:00,1733335041.980188,2024-12-04T17:57:21.980188+00:00,,,,,,04122024_0824_4,recovered_unique,medium,CSN8,0,,,,,,,,,,,,,,,,,,,'dict' object has no attribute 'strip',04122024_0824_4,2024-12-04,08:24,4,recovered_unique,,True,CSN8,1,15,1733334174.764887,2024-12-04T17:42:54.764887+00:00,1733335041.980188,2024-12-04T17:57:21.980188+00:00,14.453588346640268
CSN8,6,675086fe-b310-8012-9cb1-675da8e3d5b9,ID provided assistance,gpt-4o,1733330686.844868,2024-12-04T16:44:46.844868+00:00,2,1733330686.849127,2024-12-04T16:44:46.849127+00:00,1733330788.56862,2024-12-04T16:46:28.568620+00:00,,,,,,04122024_1615_8,recovered_unique,high,CSN8,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,6.5,100.0,0.0,0.0,0.0,0.0,0.0,,04122024_1615_8,2024-12-04,16:15,8,recovered_unique,high,True,CSN8,1,2,1733330686.849127,2024-12-04T16:44:46.849127+00:00,1733330788.56862,2024-12-04T16:46:28.568620+00:00,1.6953248818715414
CSN8,7,67507252-7ab8-8012-9732-83c4ada4ad9d,ID Reference Request,gpt-4o-mini,1733325394.693218,2024-12-04T15:16:34.693218+00:00,18,1733325394.696341,2024-12-04T15:16:34.696341+00:00,1733326595.040301,2024-12-04T15:36:35.040301+00:00,,,,,,04122024_1500_8,recovered_unique,high,CSN8,18,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.5,60.0,5.25,80.0,5.0,5.0,0.0,5.0,5.0,,04122024_1500_8,2024-12-04,15:00,8,recovered_unique,high,True,CSN8,1,18,1733325394.696341,2024-12-04T15:16:34.696341+00:00,1733326595.040301,2024-12-04T15:36:35.040301+00:00,20.005732667446136
